status	maker	name	type	licence_state	licence_note	schematic_url	schematic_checked	repo_url	instructions_url	store_url
HAVE - commercial table	Nonlinear Circuits	Giant B0n0	PLL and delay chaos	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/giant-B0N0-build-and-BOM.pdf#page=6	schematic on page 6 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/giant-B0N0-build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/giant-b0n0
HAVE - commercial table	Nonlinear Circuits	Hyperchaos Deluxe	Hyperchaos CV generator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/HYPERCHAOS-DELUXE-build-and-BOM-ml4l.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/HYPERCHAOS-DELUXE-build-and-BOM-ml4l.pdf	https://www.nonlinearcircuits.com/modules/p/hyperchaos-deluxe
HAVE - commercial table	Nonlinear Circuits	I Can't Believe It's Not a VCO	VCF voice with exciter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/icbinavco_build_and_bom.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/icbinavco_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/i-cant-believe-its-not-a-vco
HAVE - commercial table	Nonlinear Circuits	Ian Fritz Hypster	Fourth-order hyperchaos	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/hypster_build_and_bom.pdf#page=8	schematic on page 8 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/hypster_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/ian-fritz-hypster
HAVE - commercial table	Nonlinear Circuits	Isolate	Dual DJ-style EQ isolator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/ISOLATE-Build-and-BOM.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/ISOLATE-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/isolate
HAVE - commercial table	Nonlinear Circuits	Kareishuu VCO	Triangle-core VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/kareishuu_vco_build_and_bom.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/kareishuu_vco_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/kareishuu-vco
HAVE - commercial table	Nonlinear Circuits	Let's Splosh	CV mangler	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/splosh_build_and_bom.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/splosh_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/lets-splosh
HAVE - commercial table	Nonlinear Circuits	Low Pass Gate	Low pass gate	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/WAMOD4-lpg.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/WAMOD4-lpg.pdf	https://www.nonlinearcircuits.com/modules/p/low-pass-gate
HAVE - commercial table	Nonlinear Circuits	Lux	Light sensor to CV	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/LUX-Build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/LUX-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/lux
HAVE - commercial table	Nonlinear Circuits	Mixer	Mixer with headphone monitor	Proprietary	No licence published		build PDF opened, no schematic in it (2026-09-26)		https://www.nonlinearcircuits.com/s/WAMOD-mixer.pdf	https://www.nonlinearcircuits.com/modules/p/mixer
HAVE - commercial table	Nonlinear Circuits	Moldy Rapture VCO	SSI2131 VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Moldy-Rapture-VCO-Build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Moldy-Rapture-VCO-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/moldyrapture
HAVE - commercial table	Nonlinear Circuits	Mults	Passive multiples	Proprietary	No licence published		no build PDF on the product page (2026-09-26)			https://www.nonlinearcircuits.com/modules/p/mults
HAVE - commercial table	Nonlinear Circuits	Neuron	Neuron and difference rectifier	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/neuron_build_bom.pdf#page=1	schematic on page 1 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/neuron_build_bom.pdf	https://www.nonlinearcircuits.com/modules/p/8hp-neuron
HAVE - commercial table	Nonlinear Circuits	Numberwang	Bit / logic processor	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Numberwang-BOM-guide.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Numberwang-BOM-guide.pdf	https://www.nonlinearcircuits.com/modules/p/numberwang
HAVE - commercial table	Nonlinear Circuits	Path Filter	N-path filter/phaser	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/PATH-FILTER-Build-and-BOM-etm8.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/PATH-FILTER-Build-and-BOM-etm8.pdf	https://www.nonlinearcircuits.com/modules/p/pathfilter
HAVE - commercial table	Nonlinear Circuits	Plague of Demons	Through-zero VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/plague_of_demons_build_bom.pdf#page=7	schematic on page 7 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/plague_of_demons_build_bom.pdf	https://www.nonlinearcircuits.com/modules/p/plague-of-demons
HAVE - commercial table	Nonlinear Circuits	Primal Hyperchaos	Hyperchaos CV generator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Primal-build-and-BOM.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Primal-build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/primal-hyperchaos
HAVE - commercial table	Nonlinear Circuits	Router	CV/gate signal router	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Router_BuildBOM.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Router_BuildBOM.pdf	https://www.nonlinearcircuits.com/modules/p/router
HAVE - commercial table	Nonlinear Circuits	Sauce of Unce	Source of uncertainty	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Sauce-of-Unce-build-notes.pdf#page=7	schematic on page 7 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Sauce-of-Unce-build-notes.pdf	https://www.nonlinearcircuits.com/modules/p/sauce-of-unce
HAVE - commercial table	Nonlinear Circuits	Segue	Crossfader / VCA	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Segue-build-BOM.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Segue-build-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/segue
HAVE - commercial table	Nonlinear Circuits	Serious Filter	State-variable filter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/serious-filter-build-BOM.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/serious-filter-build-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/serious-filter
HAVE - commercial table	Nonlinear Circuits	Signum Hyperchaos	Hyperchaos with signum switch	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/signum_hyperchaos_build_and_bom.pdf#page=5	schematic on page 5 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/signum_hyperchaos_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/signum-hyperchaos
HAVE - commercial table	Nonlinear Circuits	Sloth Chaos	Slow chaos	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/sloth_chaos2.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/sloth_chaos2.pdf	https://www.nonlinearcircuits.com/modules/p/4hp-sloth-chaos
HAVE - commercial table	Nonlinear Circuits	Sloth DK	Slow chaos generator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/sloth_dk_build_and_bom.pdf#page=5	schematic on page 5 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/sloth_dk_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/sloth-dk
HAVE - commercial table	Nonlinear Circuits	Squid Axon	Chaos / difference equation	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Squid-Axon-build-and-BOM-83ep.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Squid-Axon-build-and-BOM-83ep.pdf	https://www.nonlinearcircuits.com/modules/p/squid-axon
HAVE - commercial table	Nonlinear Circuits	Statues	1-to-8 mux + S&H	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/statues_build_and_bom.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/statues_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/statues
HAVE - commercial table	Nonlinear Circuits	Stochaos	Random gate and CV generator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/STOCHAOS-Build-and-BOM.pdf#page=5	schematic on page 5 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/STOCHAOS-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/stochaos
HAVE - commercial table	Nonlinear Circuits	Timbre!	Waveshaper	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/timbre_build_bom_v2.pdf#page=5	schematic on page 5 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/timbre_build_bom_v2.pdf	https://www.nonlinearcircuits.com/modules/p/timbre
HAVE - commercial table	Nonlinear Circuits	Tin Teardrop VCF	Dual SSI2144 ladder filter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/TIN-TEARDROP-VCF-Build-and-BOM-2axx.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/TIN-TEARDROP-VCF-Build-and-BOM-2axx.pdf	https://www.nonlinearcircuits.com/modules/p/tinteardrop
HAVE - commercial table	Nonlinear Circuits	Triple Sloth	Triple slow chaos	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/8HP-Sloth-build-and-BOM-new.pdf#page=5	schematic on page 5 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/8HP-Sloth-build-and-BOM-new.pdf	https://www.nonlinearcircuits.com/modules/p/triple-sloth
HAVE - commercial table	Nonlinear Circuits	VCAs	Triple VCA with fuzz	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/VCAs-build-and-BOM.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/VCAs-build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/vcas
HAVE - commercial table	North Coast Synthesis	MSK 008 Dual VC Octave Switch	Voltage-controlled octave switch and CV processor	Proprietary	No open licence published, treat as all rights reserved				https://files.northcoastsynthesis.com/msk-008.pdf	https://modularaddict.com/msk-008-dual-vc-octave-switch-full-kit-north-coast-synthesis
HAVE - commercial table	North Coast Synthesis	MSK 010 Fixed Sine Bank LFO	Bank of fixed-frequency sine LFOs	Proprietary	No open licence published, treat as all rights reserved				https://files.northcoastsynthesis.com/msk-010.pdf	https://modularaddict.com/msk-010-fixed-sine-bank-lfo-full-kit-north-coast-synthesis
HAVE - commercial table	North Coast Synthesis	MSK 012 Transistor ADSR	Four-stage ADSR envelope generator	Proprietary	No open licence published, treat as all rights reserved				https://files.northcoastsynthesis.com/msk-012.pdf	https://modularaddict.com/msk-012-transistor-adsr-north-coast-synthesis
HAVE - curated row	Voxmachina	Cha Cha	Voltage-controlled LFO	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/tree/main/Cha%20Cha%20-%20VCLFO/Schematics		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/tree/main/Cha%20Cha%20-%20VCLFO	https://siammodular.com/products/voxmachina-cha-cha-voltage-controlled-lfo-pcb-kit-or-pre-built
HAVE - curated row	Voxmachina	Kra Pao	Resonant low-pass gate	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/tree/main/KRA%20PAO%20-%20RESONANT%20LOW%20PASS%20GATE/Schematics		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/tree/main/KRA%20PAO%20-%20RESONANT%20LOW%20PASS%20GATE	https://siammodular.com/products/voxmachina-kra-pao-resonant-low-pass-gate-pcb-kit-or-pre-built
HAVE - curated row	Voxmachina	Leo Leo	Serge-style matrix programmer / sequencer	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/tree/main/LEO%20LEO%20-%20MATRIX%20STAGE%20PROGRAMMER/Schematics		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/blob/main/LEO%20LEO%20-%20MATRIX%20STAGE%20PROGRAMMER/Build%20Instructions.pdf	https://siammodular.com/products/voxmachina-leo-leo-matrix-sequencer
HAVE - curated row	Voxmachina	Mak Mak	Quad VCA / attenuator / mixer	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/tree/main/Mak%20Mak%20-%20QUAD%20VCA-ATT-MIXER/Schematics		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/tree/main/Mak%20Mak%20-%20QUAD%20VCA-ATT-MIXER	https://siammodular.com/products/voxmachina-mak-mak-quad-vca-attenuator-mixer-pcb-kit-or-pre-built
HAVE - curated row	Voxmachina	Sigma	Function / slope generator	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/tree/main/Sigma%20-%20Function%20Generator/Schematics		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/tree/main/Sigma%20-%20Function%20Generator	https://siammodular.com/products/voxmachina-sigma-function-ramp-generator-pcb-kit-or-pre-built
HAVE - curated row	Voxmachina	Tom Yum	Analog VCO	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/tree/main/TOM%20YUM%20-%20VCO/Schematics		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/tree/main/TOM%20YUM%20-%20VCO	https://siammodular.com/products/voxmachina-tom-yum-voltage-controlled-oscillator-pcb-kit-or-pre-built
HAVE - firmware repo; hardware is row p284 (monome/teletype-hardware)	monome	Teletype	Scriptable CV / triggers	Proprietary	Firmware GPL-2.0, the hardware repo has no licence	https://github.com/monome/teletype-hardware/blob/main/teletype-180824.sch		https://github.com/monome/teletype		
HAVE - main table	4ms	Quad Pingable LFO	Quad pingable LFO	Proprietary	BSD 2-clause, including the hardware folder				https://www.4mspedals.com/QPLFO/kit/QPLFO_build_guide.pdf	https://4mscompany.com/qplfo.php
HAVE - main table	4ms	Rotating Clock Divider	Clock divider	Proprietary	Firmware MIT, hardware CC BY-NC-SA (noncommercial)				https://www.4mspedals.com/clocker/kit/scmrcd_build_guide.pdf	https://4mscompany.com/rcd.php
HAVE - main table	4ms	Shuffling Clock Multiplier	Clock multiplier	Proprietary	No license published				https://www.4mspedals.com/clocker/kit/scmrcd_build_guide.pdf	https://4mscompany.com/scm.php
HAVE - main table	Befaco	ILSE	Minimal analog synth voice (CHAIR Audio design, distributed by Befaco)	Proprietary	CHAIR Audio: source available, no clones of the commercial product	https://github.com/chairaudio/ILSE		https://github.com/chairaudio/ILSE	https://discourse.chair.audio/t/ilse-build-instructions-for-revision-4/151	https://shop.befaco.org/full-kits/1310-ilse-diy-kit-8436590352168.html
HAVE - main table	CCTV.fm	Quadtec-101	Dual digital wavetable oscillator	Proprietary	No open licence published, treat as all rights reserved			https://github.com/cctvfm/quadtec101	https://github.com/cctvfm/quadtec101/blob/master/BUILD%20GUIDE.pdf	https://www.tindie.com/products/cctv/quadtec-101-a-diy-open-source-digital-oscillator/
HAVE - main table	Divergent Waves	DrumFiend	Trigger to MIDI converter	Proprietary	No open licence published, treat as all rights reserved			https://github.com/tpcarlson/synth-diy/tree/main/drumfiend	https://github.com/tpcarlson/synth-diy/blob/main/drumfiend/ASSEMBLY.md	https://www.tindie.com/products/divergentwaves/drumfiend/
HAVE - main table	Divergent Waves	Sycamore	Dual random looping sequencer with quantizer	Proprietary	No open licence published, treat as all rights reserved			https://github.com/tpcarlson/synth-diy/tree/main/sycamore	https://github.com/tpcarlson/synth-diy/blob/main/sycamore/ASSEMBLY.md	https://www.tindie.com/products/divergentwaves/sycamore-dual-looping-eurorack-sequencer/
HAVE - main table	Erica Synths	DIY Bassline	Bassline voice	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Bassline%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Bassline%20DIY.zip	https://www.ericasynths.lv/diy-bassline-full-kit-335/
HAVE - main table	Erica Synths	DIY Delay	Delay	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Delay%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Delay%20DIY.zip	https://www.ericasynths.lv/diy-delay-full-kit-339/
HAVE - main table	Erica Synths	DIY Dual VCA (Polivoks)	Dual VCA	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Dual%20VCA%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Dual%20VCA%20DIY.zip	
HAVE - main table	Erica Synths	DIY Envelope (Polivoks)	Envelope	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Envelope%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Envelope%20DIY.zip	
HAVE - main table	Erica Synths	DIY MIDI-CV	MIDI-to-CV	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Midi-CV%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Midi-CV%20DIY.zip	
HAVE - main table	Erica Synths	DIY Mixer	Mixer	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Mixer%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Mixer%20DIY.zip	
HAVE - main table	Erica Synths	DIY Modulator	LFO / noise / S&H	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Modulator%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Modulator%20DIY.zip	
HAVE - main table	Erica Synths	DIY Output	Output	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Output%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Output%20DIY.zip	
HAVE - main table	Erica Synths	DIY Polivoks VCF II	Polivoks filter	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Polivoks%20VCF%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Polivoks%20VCF%20DIY.zip	https://www.ericasynths.lv/diy-polivoks-vcf-ii-full-kit-145/
HAVE - main table	Erica Synths	DIY Swamp	Random CV + audio source with ring modulator (Wogglebug-style)	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/Swamp%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/Swamp%20DIY.zip	
HAVE - main table	Erica Synths	DIY VCO3 (Polivoks)	Polivoks VCO	Proprietary	No licence published	https://github.com/erica-synths/diy-eurorack/blob/master/VCO3%20DIY.zip		https://github.com/erica-synths/diy-eurorack	https://github.com/erica-synths/diy-eurorack/blob/master/VCO3%20DIY.zip	
HAVE - main table	Greenface Labs	Melper	Adapter that turns a Moog case into a 60 HP Eurorack case	Open source	GPL-3.0 over the schematic, board and panel files	https://github.com/shannon-greenlight/Melper		https://github.com/shannon-greenlight/Melper	https://www.greenfacelabs.com/melper/	https://www.greenfacelabs.com/melper/
HAVE - main table	MeeBilt	Bass Buddy	Bassline step sequencer with OLED	Proprietary	MIT covers the repo's software, no hardware licence			https://github.com/tkilla64/eurorack/tree/main/bassbuddy	https://github.com/tkilla64/eurorack/tree/main/bassbuddy	https://www.tindie.com/products/tkilla64/bass-buddy-sequencer-eurorack-module-full-kit/
HAVE - main table	MeeBilt	Sample and Hold plus Noise	Sample and hold with white noise source	Proprietary	MIT covers the repo's software, no hardware licence			https://github.com/tkilla64/eurorack/tree/main/snh_noise	https://github.com/tkilla64/eurorack/tree/main/snh_noise	https://www.tindie.com/products/tkilla64/samplehold-noise-eurorack-module-full-kit/
HAVE - main table	MeeBilt	Voltage Controlled LFO	Five output analog LFO with CV and reset	Proprietary	MIT covers the repo's software, no hardware licence			https://github.com/tkilla64/eurorack/tree/main/vc-lfo	https://github.com/tkilla64/eurorack/tree/main/vc-lfo	https://www.tindie.com/products/tkilla64/voltage-controlled-lfo-eurorack-module-full-kit/
HAVE - main table	Mental Noise	Synapse	CV-to-MIDI	Proprietary	GPL-3.0 covers the firmware, no hardware licence	https://github.com/Mental-Noise/Synapse/tree/master/schematics		https://github.com/Mental-Noise/Synapse	https://github.com/Mental-Noise/Synapse/blob/master/Mental%20Noise%20-%20Synapse.pdf	https://www.tindie.com/products/mentalnoise/synapse-cv-to-midi-eurorack-module/
HAVE - main table	Mental Noise	Thal	Three channel stereo mixer and output	Proprietary	GPL-3.0 covers the firmware, no hardware licence	https://github.com/Mental-Noise/Thal/tree/main/schematics		https://github.com/Mental-Noise/Thal	https://github.com/Mental-Noise/Thal	https://www.tindie.com/products/mentalnoise/thal-mixer-output-eurorack-module/
HAVE - main table	Music Thing Modular	Turing Machine Mk II	Random looping sequencer	Open source	No licence published	https://github.com/TomWhitwell/TuringMachine/tree/master/Hardware		https://github.com/TomWhitwell/TuringMachine	https://www.thonk.co.uk/shop/turingmkii/	https://www.thonk.co.uk/shop/turingmkii/
HAVE - main table	Mutable Instruments	Blades	Dual multimode filter	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/blades/downloads/blades_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/blades		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Blinds	Quad VC polarizer	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/blinds/downloads/blinds_v60.pdf		https://github.com/pichenettes/eurorack/tree/master/blinds		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Braids	Macro-oscillator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/braids/downloads/braids_v50.pdf		https://github.com/pichenettes/eurorack/tree/master/braids		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Branches	Bernoulli gate	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/branches/downloads/branches_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/branches		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Clouds	Granular processor	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/clouds/downloads/clouds_v30.pdf		https://github.com/pichenettes/eurorack/tree/master/clouds		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Ears	Contact mic	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/ears/downloads/ears_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/ears		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Edges	Quad digital oscillator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/edges/downloads/edges_v20.pdf		https://github.com/pichenettes/eurorack/tree/master/edges		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Elements	Modal synth voice	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/elements/downloads/elements_v02.pdf		https://github.com/pichenettes/eurorack/tree/master/elements		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Frames	Keyframer / mixer	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/frames/downloads/frames_v03.pdf		https://github.com/pichenettes/eurorack/tree/master/frames		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Grids	Drum sequencer	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/grids/downloads/grids_v02.pdf		https://github.com/pichenettes/eurorack/tree/master/grids		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Kinks	Utility (rectifier/logic/S&H)	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/kinks/downloads/kinks_v41.pdf		https://github.com/pichenettes/eurorack/tree/master/kinks		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Links	Multiples	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/links/downloads/links_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/links		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Marbles	Random sampler	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/marbles/downloads/marbles_v70.pdf		https://github.com/pichenettes/eurorack/tree/master/marbles		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Peaks	Dual function generator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/peaks/downloads/peaks_v30.pdf		https://github.com/pichenettes/eurorack/tree/master/peaks		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Plaits	Macro-oscillator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/plaits/downloads/plaits_v50.pdf		https://github.com/pichenettes/eurorack/tree/master/plaits		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Rings	Resonator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/rings/downloads/rings_v30.pdf		https://github.com/pichenettes/eurorack/tree/master/rings		https://oddvolt.com/collections/for-mutable-instruments
